what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437737599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1375437744376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437745245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437872962
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1375437876157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437878269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437879383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437880309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437884859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437890342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437891942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437892717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437893980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437895357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437897262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437898093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437899501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437900101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437901724
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1375437903019
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1375437903212
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1375437903253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437915602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437927071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437928821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437930093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437931076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437942228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437952722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437955827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437959826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437962420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437966012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437966693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437966941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437967141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437967341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437967525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437967893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437968221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437968590
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1375437970352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437972592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437973180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437973453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437973638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437973814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437974013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437974913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437975429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375437976153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437978122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437980124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437981695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375437983504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438003019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1375438010286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438037768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438046593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1375438052118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438053712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438054681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438060427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438069706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438112466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438119257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438145477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438171940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1375438171952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438200220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438231772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438238315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438242305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438246778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438263573
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1375438266614
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1375438266615
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1375438268775
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1375438298871
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1375438298921
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1375438298921
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1375438305458
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1375438309687
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1375438309737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438324838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438336648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1375438338872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1375438339517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438343127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438365874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438373449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438375396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438377448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1375438385059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438385743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438387353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1375438391968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1375438393760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438397527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438405839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438408206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438414496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438417342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438422816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438424238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438425448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438426606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438427857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438428695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438433360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375438435375
