what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375433633386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375433702614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375433704946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375433820494
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1375433832659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1375433869147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375433870633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434040836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434042800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434272316
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1375434275853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434282292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434287125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434324473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434369849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434401629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434566800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1375434573271
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1375434576807
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1375434576842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434588908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434614455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434625156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375434631493
