what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417770567
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1375417770571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375417770571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417772739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417784761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417791347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417797211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417800256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1375417831910
error,log,,,"",1375417962874
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1375417963144
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_vertical_margin",1375417963144
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1375417963150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417963207
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1375417963355
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1375417963404
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1375417971846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417978130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417985081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375417988717
error,log,,,"Exception occurred while saving project preferences: /CaptureActivity/.settings/org.eclipse.jdt.core.prefs.",1375418019529
error,log,,,"Exception occurred while saving project preferences: /CaptureActivity/.settings/org.eclipse.jdt.core.prefs.",1375418019529
error,log,,,"Exception occurred while saving project preferences: /CaptureActivity/.settings/org.eclipse.jdt.core.prefs.",1375418019530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375418019556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375418022031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375418028714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375418031765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375418142463
